Serial Number of system during year	Basin of origin	Name	Date (DD/MM/YYYY)	Time (UTC)	Latitude (lat.)	Longitude (lon.)	"CI No [or ""T. No""]"	"Estimated Central Pressure (hPa) [or ""E.C.P""]"	Maximum Sustained Surface Wind (kt) 	"Pressure Drop (hPa)[or ""delta P""]"	Grade (text)	Outermost closed isobar (hPa)	Diameter/Size of outermost closed isobar (in degree)
5_1984	BOB		13/11/1984	0300	13.5	80.5	5.0		90.0	40.17060107121603	ESCS		
5_1984	BOB		13/11/1984	1200	13.5	80.3	5.5		102.0	51.59690537591748	ESCS		
5_1984	BOB		13/11/1984	1800	13.5	80.0	6.0		115.0	65.58718508232494	ESCS		
5_1984	BOB		14/11/1984	0300	13.5	80.0	6.0		115.0	65.58718508232494	ESCS		
5_1984	BOB		14/11/1984	1200	13.5	79.5	4.0		65.0	20.953183892084905	VSCS		
5_1984	BOB		15/11/1984	0300	Weakend into well marked low pressure area								
6_1984	BOB		27/11/1984	1200	8.5	85.5	1.5		25.0	3.0995834159888913	D		
6_1984	BOB		28/11/1984	0300	9.0	85.0	1.5		25.0	3.0995834159888913	D		
6_1984	BOB		28/11/1984	1200	9.5	84.5	2.0		30.0	4.463400119024003	DD		
6_1984	BOB		28/11/1984	1500	9.5	84.5	2.5		35.0	6.075183495338227	DD		
6_1984	BOB		29/11/1984	0900	9.5	84.5	3.0		45.0	10.042650267804008	CS		
6_1984	BOB		30/11/1984	0000	9.5	84.5	3.5		55.0	15.001983733386234	SCS		
6_1984	BOB		30/11/1984	0300	9.5	84.5	6.0		115.0	65.58718508232494	ESCS		
6_1984	BOB		01/12/1984	0300	10.8	80.5	6.0		115.0	65.58718508232494	ESCS		
6_1984	BOB		01/12/1984	1200	11.0	79.0	3.5		55.0	15.001983733386234	SCS		
6_1984	BOB		01/12/1984	1800	11.5	77.5	2.0		30.0	4.463400119024003	DD		
6_1984	BOB		02/12/1984	0300	11.5	74.0	1.5		25.0	3.0995834159888913	D		
6_1984	BOB		02/12/1984	1200	Weakend into well marked low pressure area								
7_1984	ARB		04/12/1984	0000	11.5	68.5	1.5		25.0	4.0	D		
7_1984	ARB		04/12/1984	0300	11.0	65.0	2.0		30.0	5.0	DD		
7_1984	ARB		04/12/1984	1200	10.0	62.5	2.0		30.0	6.0	DD		
7_1984	ARB		05/12/1984	0300	9.5	60.0	2.5		30.0	6.0	DD		
7_1984	ARB		05/12/1984	0600	9.0	59.0	-		25.0	4.0	D		
7_1984	ARB		05/12/1984	1200	8.5	57.0	-		25.0	3.0	D		
7_1984	ARB		05/12/1984	1500	Rapidly weakend into low pressure area								
1_1985	BOB		21/05/1985	2100	16.0	89.0	1.5		25.0	3.0995834159888913	D		
1_1985	BOB		22/05/1985	0300	16.0	89.0	1.5		25.0	3.0995834159888913	D		
1_1985	BOB		22/05/1985	0600	16.0	89.0	1.5		25.0	3.0995834159888913	D		
1_1985	BOB		22/05/1985	1200	16.0	89.0	2.5		35.0	6.075183495338227	CS		
1_1985	BOB		23/05/1985	0300	16.5	87.5	2.5		40.0	7.934933544931562	CS		
1_1985	BOB		23/05/1985	0600	16.5	87.5	3.0		45.0	10.042650267804008	CS		
1_1985	BOB		24/05/1985	0300	19.0	89.0	3.0		45.0	10.042650267804008	CS		
1_1985	BOB		24/05/1985	1200	20.5	90.0	3.5		55.0	15.001983733386234	SCS		
1_1985	BOB		24/05/1985	1800	20.5	90.0	3.5		55.0	15.001983733386234	SCS		
1_1985	BOB		24/05/1985	2100	20.5	90.0	3.5		55.0	15.001983733386234	SCS		
1_1985	BOB		25/05/1985	0000	20.5	90.0	4.0		65.0	20.953183892084905	VSCS		
1_1985	BOB		25/05/1985	0300	23.0	91.5	3.5		50.0	12.398333663955565	SCS		
1_1985	BOB		25/05/1985	1200	24.0	92.6	2.5		35.0	6.075183495338227	CS		
1_1985	BOB		25/05/1985	1800	25.0	92.6	1.5		25.0	3.0995834159888913	D		
1_1985	BOB		26/05/1985	0300	Weakend into low pressure area								
2_1985	ARB		28/05/1985	0300	15.0	67.0	1.5		25.0	3.0995834159888913	D		
2_1985	ARB		28/05/1985	1200	16.5	67.0	2.0		30.0	4.463400119024003	DD		
2_1985	ARB		29/05/1985	0300	17.5	67.5	2.5		35.0	6.075183495338227	DD		
2_1985	ARB		29/05/1985	1200	18.0	68.0	3.0		45.0	10.042650267804008	CS		
2_1985	ARB		30/05/1985	0300	20.0	68.0	3.0		45.0	10.042650267804008	CS		
2_1985	ARB		30/05/1985	1200	21.5	67.5	3.0		45.0	10.042650267804008	CS		
2_1985	ARB		31/05/1985	0300	Weakend into low pressure area 								
3_1985	BOB		01/08/1985	0300	20.0	88.0	1.5		25.0	3.0995834159888913	D		
3_1985	BOB		01/08/1985	1200	20.5	87.5	1.5		25.0	3.0995834159888913	D		
3_1985	BOB		01/08/1985	1800	20.5	87.5	1.5		25.0	3.0995834159888913	D		
3_1985	BOB		02/08/1985	0000	20.5	87.5	1.5		25.0	3.0995834159888913	D		
3_1985	BOB		02/08/1985	0300	Weakend into low pressure area								
4_1985	LAND		05/08/1985	0300	29.5	74.5	-		25.0	3.0995834159888913	D		
4_1985	LAND		05/08/1985	1200	30.2	75.0	-		25.0	3.0995834159888913	D		
4_1985	LAND		06/08/1985	0300	30.5	75.0	-		25.0	3.0995834159888913	D		
4_1985	LAND		06/08/1985	1200	weaken into low pressure area 								
5_1985	BOB		06/08/1985	0300	20.5	88.0	1.5		25.0	3.0995834159888913	D		
5_1985	BOB		06/08/1985	0600	21.5	87.0	1.5		25.0	3.0995834159888913	D		
5_1985	BOB		06/08/1985	1200	22.5	86.0	1.5		25.0	3.0995834159888913	D		
5_1985	BOB		07/08/1985	0300	23.0	84.5	1.5		25.0	3.0995834159888913	D		
5_1985	BOB		07/08/1985	1200	23.5	83.5	1.5		20.0	1.9837333862328905	D		
5_1985	BOB		08/08/1985	0300	23.5	82.0	1.5		20.0	1.9837333862328905	D		
5_1985	BOB		08/08/1985	1200	24.0	81.0	1.5		20.0	1.9837333862328905	D		
5_1985	BOB		09/08/1985	0300	24.0	79.0	1.5		20.0	1.9837333862328905	D		
5_1985	BOB		09/08/1985	1200	Weakend into low pressure area								
6_1985	BOB		14/08/1985	0300	18.5	88.0	1.5		25.0	3.0995834159888913	D		
6_1985	BOB		14/08/1985	0600	19.0	87.5	1.5		25.0	3.0995834159888913	D		
6_1985	BOB		14/08/1985	1200	19.5	87.0	1.5		25.0	3.0995834159888913	D		
6_1985	BOB		15/08/1985	0000	20.5	86.5	1.5		25.0	3.0995834159888913	D		
6_1985	BOB		15/08/1985	0300	Weakend into well marked low pressure area								
7_1985	BOB		19/09/1985	0300	17.5	90.0	1.5		25.0	3.0995834159888913	D		
7_1985	BOB		19/09/1985	1200	18.5	88.5	1.5		25.0	3.0995834159888913	D		
7_1985	BOB		19/09/1985	1800	18.5	88.0	2.0		30.0	4.463400119024003	DD		
7_1985	BOB		20/09/1985	0000	21.90	87.5	2.0		30.0	4.463400119024003	DD		
7_1985	BOB		20/09/1985	0300	19.5	87.0	2.5		35.0	6.075183495338227	CS		
7_1985	BOB		20/09/1985	0600	19.5	86.5	3.0		40.0	7.934933544931562	CS		
7_1985	BOB		20/09/1985	1200	19.8	86.2	3.0		45.0	10.042650267804008	CS		
7_1985	BOB		20/09/1985	1800	20.5	85.5	3.0		35.0	6.075183495338227	CS		
7_1985	BOB		21/09/1985	0000	21.0	84.0	2.0		30.0	4.463400119024003	DD		
7_1985	BOB		21/09/1985	0300	21.5	83.0	2.0		30.0	4.463400119024003	DD		
7_1985	BOB		21/09/1985	0600									
7_1985	BOB		21/09/1985	1200	22.0	82.0	1.5		25.0	3.0995834159888913	D		
7_1985	BOB		22/09/1985	0300	Weakend into well marked low pressure area at NE and adj WMP 								
8_1985	LAND		23/09/1985	0300	25.0	77.0	-		25.0	3.0995834159888913	D		
8_1985	LAND		23/09/1985	1200	26.0	78.0			25.0	3.0995834159888913	D		
8_1985	LAND		24/09/1985	0300	26.5	78.5	-		25.0	3.0995834159888913	D		
8_1985	LAND		24/09/1985	1200	27.0	78.0	-		25.0	3.0995834159888913	D		
8_1985	LAND		25/09/1985	0300	Weakend into low pressure area 								
9_1985	BOB		01/10/1985	0300	14.0	83.5	1.5		25.0		D		
9_1985	BOB		01/10/1985	1200	14.5	82.0	1.5		25.0	3.0995834159888913	D		
9_1985	BOB		02/10/1985	0300	15.5	80.5	1.5		25.0	3.0995834159888913	D		
9_1985	BOB		02/10/1985	1200	Weakend into low pressure area								
10_1985	ARB		06/10/1985	0300	19.5	71.5	1.5		25.0	3.0995834159888913	D		
10_1985	ARB		06/10/1985	1200	20.0	71.5	1.5		25.0	3.0995834159888913	D		
10_1985	ARB		07/10/1985	0300	21.5	72.0	-		25.0	3.0995834159888913	D		
10_1985	ARB		07/10/1985	1200	21.0	72.0	-		25.0	3.0	D		
10_1985	ARB		08/10/1985	0300	20.5	72.2	-		25.0	3.0995834159888913	D		
10_1985	ARB		08/10/1985	1200	22.0	75.0	-		25.0	3.0	D		
10_1985	ARB		09/10/1985	0300	24.0	77.0	-		25.0	3.0995834159888913	D		
10_1985	ARB		09/10/1985	1200	Weakend into low pressure area over NW MP and nbd								
11_1985	BOB		09/10/1985	0300	12.5	90.0	1.5		25.0	3.0995834159888913	D		
11_1985	BOB		09/10/1985	0600			2.0		30.0	4.463400119024003	D		
11_1985	BOB		09/10/1985	1200			2.5		35.0	6.075183495338227	CS		
11_1985	BOB		09/10/1985	1800	14.0	87.5	2.5		35.0	6.075183495338227	CS		
11_1985	BOB		10/10/1985	0300	16.0	85.5	2.5		35.0	6.075183495338227	CS		
11_1985	BOB		10/10/1985	1200	16.5	84.5	3.0		40.0	7.934933544931562	CS		
11_1985	BOB		10/10/1985	1500	16.5	84.5	3.0		45.0	10.042650267804008	CS		
11_1985	BOB		10/10/1985	2100	16.5	84.5	3.0		45.0	10.042650267804008	CS		
11_1985	BOB		11/10/1985	0300	18.0	83.0	3.0		40.0	7.934933544931562	CS		
11_1985	BOB		12/10/1985	1200	19.3	81.5	2.5		35.0	6.075183495338227	DD		
11_1985	BOB		13/10/1985	1200	22.0	79.0	1.5		35.0	6.075183495338227	DD		
11_1985	BOB		13/10/1985		Weakend into well marked low pressure area over WMP								
12_1985	BOB		13/10/1985	1200	13.5	93.0	1.5		25.0	3.0995834159888913	D		
12_1985	BOB		14/10/1985	0300	16.0	89.5	2.0		30.0	4.463400119024003	DD		
12_1985	BOB		14/10/1985	1200	17.5	89.0	2.0		30.0	4.463400119024003	DD		
12_1985	BOB		14/10/1985	1500	17.5	89.0	2.5		35.0	6.075183495338227	CS		
12_1985	BOB		15/10/1985	0300	19.5	87.5	2.5		35.0	6.075183495338227	CS		
12_1985	BOB		15/10/1985	1200	20.5	87.5	3.0		45.0	10.042650267804008	CS		
12_1985	BOB		16/10/1985	0300	21.6	86.8	2.5		35.0	6.075183495338227	CS		
12_1985	BOB		17/10/1985	0300	24.5	85.5	2.0		30.0	4.463400119024003	DD		
12_1985	BOB		17/10/1985	1200	Weakend into well marked low pressure area 								
13_1985	BOB		12/11/1985	0300	12.5	81.0	1.5		25.0	3.0995834159888913	D		
13_1985	BOB		12/11/1985	1200	12.5	80.1	1.5		25.0	3.0995834159888913	D		
13_1985	BOB		13/11/1985	0300	weaken into low pressure area 								
14_1985	BOB		15/11/1985	0300	13.0	86.0	1.5		25.0	3.0995834159888913	D		
14_1985	BOB		15/11/1985	1200	13.5	85.5	2.0		30.0	4.463400119024003	DD		
14_1985	BOB		16/11/1985	1200	13.5	84.0	2.5		35.0	6.075183495338227	CS		
14_1985	BOB		17/11/1985	0000	13.5	84.0	2.5		35.0	6.075183495338227	CS		
14_1985	BOB		17/11/1985	0300	14.0	82.5	2.5		35.0	6.075183495338227	CS		
14_1985	BOB		17/11/1985	1200	15.0	81.5	1.5		25.0	3.0995834159888913	D		
14_1985	BOB		18/11/1985	0300	Weakend into low pressure area over WC bay								
15_1985	BOB		11/12/1985	0600	OVER SE BAY		1.5		25.0	3.0995834159888913	D		
15_1985	BOB		11/12/1985	1200	8.0	88.0	2.0		30.0	4.463400119024003	DD		
15_1985	BOB		12/12/1985	0300	8.5	87.0	2.0		30.0	4.463400119024003	DD		
15_1985	BOB		12/12/1985	1200	10.0	84.5	3.0		35.0	6.075183495338227	CS		
15_1985	BOB		13/12/1985	0300	11.5	82.5	3.0		35.0	6.075183495338227	CS		
15_1985	BOB		13/12/1985	1200	13.0	81.0	3.0		35.0	6.075183495338227	CS		
15_1985	BOB		14/12/1985	0300	14.0	79.5	1.5		25.0	3.0995834159888913	D		
15_1985	BOB		14/12/1985	1200	Weakend into low pressure area 								
1_1986	BOB		07/01/1986	1200	5.5	83.0	2.0		30.0	4.463400119024003	DD		
1_1986	BOB		08/01/1986	0300	6.0	82.5	2.0		30.0	4.463400119024003	DD		
1_1986	BOB		08/01/1986	1200	6.0	82.5	1.5		25.0	3.0995834159888913	D		
1_1986	BOB		09/01/1986	0300	weaken into low pressure area								
2_1986	LAND		22/07/1986	0300	OVER NE MADHYAPADESH		1.5		25.0	3.0995834159888913	D		
2_1986	LAND		22/07/1986	1200	40KM E OF PENDRA		1.5		25.0	3.0995834159888913	D		
2_1986	LAND		23/07/1986	0300	50KM SSW OF JABALPUR		1.5		25.0	3.0995834159888913	D		
2_1986	LAND		23/07/1986	1200	weaken into low pressure area								
3_1986	LAND		08/08/1986	0300	50KM S OF BARODA								
3_1986	LAND		08/08/1986	1200	CLOSE TO S OF AHMEDABAD								
3_1986	LAND		09/08/1986	0300	22.0	70.0				3.0	D		
3_1986	LAND		09/08/1986	0600	EMERGED IN TO ARABIAN SEA								
3_1986	LAND		09/08/1986	1200	22.5	68.0				3.0	D		
3_1986	LAND		10/08/1986	0300	23.0	66.5				3.0	D		
3_1986	LAND		10/08/1986	1200	23.5	66.5				3.0	D		
3_1986	LAND		10/08/1986	1500	weaken into low pressure area								
4_1986	BOB		10/08/1986	1200	18.0	88.0	1.5		25.0	3.0995834159888913	D		
4_1986	BOB		11/08/1986	0300	18.0	86.5	1.5		25.0	3.0995834159888913	D		
4_1986	BOB		11/08/1986	1200	18.0	85.5	1.5		25.0	3.0995834159888913	D		
4_1986	BOB		12/08/1986	0300	18.0	84.5	1.5		25.0	3.0995834159888913	D		
4_1986	BOB		12/08/1986	1200	40KM SSW OF KLN		2.0		30.0	4.463400119024003	DD		
4_1986	BOB		13/08/1986	0300	120KM WNW OF GOPALPUR		2.0		30.0	4.463400119024003	DD		
4_1986	BOB		13/08/1986	1200	120KM ESE OF RAIPUR		1.5		25.0	3.0995834159888913	D		
4_1986	BOB		14/08/1986	0300	50KM E OF RAIPUR		1.5		25.0	3.0995834159888913	D		
4_1986	BOB		14/08/1986	1200	80KM NE OF SEONI		1.5		25.0	3.0995834159888913	D		
4_1986	BOB		15/08/1986	0300	weaken into well marked low pressure area								
5_1986	BOB		19/08/1986	0300	21.2	88.0	1.5		25.0	3.0995834159888913	D		
5_1986	BOB		19/08/1986	1200	21.0	87.5	1.5		25.0	3.0995834159888913	D		
5_1986	BOB		20/08/1986	0300	75KM WSW OF BALASORE		1.5		25.0	3.0995834159888913	D		
5_1986	BOB		20/08/1986	1200	50KM S OF CHIBASA		1.5		25.0	3.0995834159888913	D		
5_1986	BOB		21/08/1986	0300	weaken into well marked low pressure area								
6_1986	BOB		24/09/1986	0300	20.5	88.0	1.5		25.0	3.0995834159888913	D		
6_1986	BOB		25/09/1986	0300	21.0	87.5	1.5		25.0	3.0995834159888913	D		
6_1986	BOB		25/09/1986	1200	30KM W OF BALASORE		1.5		25.0	3.0995834159888913	D		
6_1986	BOB		26/09/1986	0300			1.5		25.0	3.0995834159888913	D		
6_1986	BOB		26/09/1986	1200	CLOSE TO MIDNAPORE		1.5		25.0	3.0995834159888913	D		
6_1986	BOB		26/09/1986	1500	weaken into low pressure area								
7_1986	BOB		07/11/1986	0300	14.0	82.0	1.5		25.0	3.0995834159888913	D		
7_1986	BOB		07/11/1986	1200	15.0	82.0	1.5		25.0	3.0995834159888913	D		
7_1986	BOB		08/11/1986	0300	18.5	85.0	1.5		25.0	3.0995834159888913	D		
7_1986	BOB		08/11/1986	1200	19.5	86.0	2.0		30.0	4.463400119024003	DD		
7_1986	BOB		09/11/1986	0300	21.7	89.5	3.0		45.0	10.042650267804008	CS		
7_1986	BOB		09/11/1986	1200	40KM WSW OF AGARTALA		1.5		25.0	3.0995834159888913	D		
7_1986	BOB		09/11/1986	1500	weaken into low pressure area over NMMT and nbd								
8_1986	ARB		09/11/1986	0300	12.5	70.0	2.0		30.0	4.463400119024003	DD		
8_1986	ARB		09/11/1986	1200	12.0	68.5	2.0		30.0	4.463400119024003	DD		
8_1986	ARB		10/11/1986	0300	11.5	65.0	2.0		30.0	4.463400119024003	DD		
8_1986	ARB		10/11/1986	1200	12.0	63.0	1.5		25.0	3.0995834159888913	D		
8_1986	ARB		11/11/1986	0300	weaken into low pressure area								
1_1987	BOB		30/01/1987	0300	5.5	88.5	1.5	999.0	25.0	3.0	D		
1_1987	BOB		30/01/1987	1200	6.0	88.5	1.5	998.0	25.0	4.0	D		
1_1987	BOB		31/01/1987	0000	6.5	87.5	2.0	996.0	30.0	5.0	DD		
1_1987	BOB		31/01/1987	0300	7.0	87.0	2.0	994.0	30.0	6.0	DD		
1_1987	BOB		31/01/1987	0600	7.0	86.5	2.5	992.0	35.0	8.0	CS		
1_1987	BOB		31/01/1987	1200	7.5	86.0	3.0	988.0	45.0	12.0	CS		
1_1987	BOB		01/02/1987	0000	8.0	85.5	3.5	986.0	50.0	14.0	SCS		
1_1987	BOB		01/02/1987	0300	8.0	85.5	3.5	984.0	55.0	16.0	SCS		
1_1987	BOB		01/02/1987	0600	8.5	85.5	4.0	978.0	65.0	22.0	VSCS		
1_1987	BOB		01/02/1987	1200	10.0	86.0	4.0	974.0	70.0	30.0	VSCS		
1_1987	BOB		02/02/1987	0000	12.5	87.0	4.0	970.0	75.0	30.0	VSCS		
1_1987	BOB		02/02/1987	0300	13.0	87.5	4.0	970.0	75.0	30.0	VSCS		
1_1987	BOB		02/02/1987	0600	13.5	88.0	4.0	970.0	75.0	30.0	VSCS		
1_1987	BOB		02/02/1987	1200	14.5	88.5	4.0	974.0	70.0	26.0	VSCS		
1_1987	BOB		02/02/1987	1800	15.0	89.0	3.5	980.0	60.0	20.0	SCS		
1_1987	BOB		03/02/1987	0000	15.5	89.5	3.0	986.0	50.0	14.0	SCS		
1_1987	BOB		03/02/1987	0300	16.0	89.5	2.5	992.0	40.0	8.0	CS		
1_1987	BOB		03/02/1987	1200	17.0	90.0	2.0	994.0	30.0	6.0	DD		
1_1987	BOB		04/02/1987	0000	19.0	90.5	2.0	996.0	30.0	5.0	DD		
1_1987	BOB		04/02/1987	0300	19.5	91.0	1.5	997.0	25.0	4.0	D		
1_1987	BOB		04/02/1987	0600	20.0	91.0	1.5	998.0	25.0	3.0	D		
1_1987	BOB		04/02/1987	1200	21.0	91.0	1.5	998.0	25.0	3.0	D		
1_1987	BOB		04/02/1987	1500	WEAKENED INTO A WML OVER NORTHEAST BAY OF BENGAL OFF BANGALDESH COAST								
2_1987	BOB		01/06/1987	0300	16.0	92.0	1.5	990.0	25.0	3.0	D		
2_1987	BOB		01/06/1987	1200	16.0	91.0	1.5	988.0	25.0	4.0	D		
2_1987	BOB		02/06/1987	0300	16.5	90.0	1.5	988.0	25.0	4.0	D		
2_1987	BOB		02/06/1987	0600	16.5	89.0	1.5	988.0	30.0	4.0	D		
2_1987	BOB		02/06/1987	1200	17.0	88.0	2.0	987.0	30.0	5.0	DD		
2_1987	BOB		03/06/1987	0300	18.0	87.7	2.0	987.0	30.0	5.0	DD		
2_1987	BOB		03/06/1987	1200	19.0	88.0	2.0	986.0	30.0	6.0	DD		
2_1987	BOB		04/06/1987	0000	20.0	90.0	2.5	984.0	35.0	7.0	CS		
2_1987	BOB		04/06/1987	0300	20.5	90.5	2.5	984.0	35.0	7.0	CS		
2_1987	BOB		04/06/1987	0600	21.0	90.5	2.5	984.0	40.0	7.0	CS		
2_1987	BOB		04/06/1987	1200	22.0	90.5	3.0	980.0	45.0	10.0	CS		
2_1987	BOB		04/06/1987	1800	CROSSED BANGLADESH COAST NEAR DHAKA AT 2 								
2_1987	BOB		05/06/1987	0300	24.0	91.5	-	986.0	30.0	6.0	DD		
2_1987	BOB		05/06/1987	0600	24.5	92.0	-	988.0	25.0	4.0	D		
2_1987	BOB		05/06/1987	1200	WEAKENED INTO A WML OVER MEGHLAYA AND NEIGHBOURHOOD								
3_1987	BOB		26/08/1987	0300	24.0	90.0	-	990.0	25.0	4.0	D		
3_1987	BOB		26/08/1987	1200	24.5	88.5	-	990.0	25.0	4.0	D		
3_1987	BOB		27/08/1987	0300	24.5	87.5	-	990.0	25.0	4.0	D		
3_1987	BOB		27/08/1987	1200	24.8	85.5	-	990.0	25.0	4.0	D		
3_1987	BOB		28/08/1987	0300	23.5	84.0	-	990.0	25.0	4.0	D		
3_1987	BOB		28/08/1987	1200	24.0	82.0	-	990.0	25.0	3.0	D		
3_1987	BOB		29/08/1987	0300	24.0	79.5	-	990.0	25.0	3.0	D		
3_1987	BOB		29/08/1987	1200	25.0	78.5	-	990.0	25.0	3.0	D		
3_1987	BOB		30/08/1987	0300	WEAKENED INTO A WML OVER NORTHWEST MP AND NEIGHBOURHOOD								
4_1987	BOB		11/09/1987	1200	23.0	85.5	-	993.0	25.0	3.0	D		
4_1987	BOB		12/09/1987	0300	23.5	84.5	-	993.0	25.0	3.0	D		
4_1987	BOB		12/09/1987	1200	24.0	84.5	-	993.0	25.0	3.0	D		
4_1987	BOB		13/09/1987	0300	WEAKENED INTO A WML OVER SOUTHEAST BIHAR AND NEIGHBOURHOOD								
5_1987	BOB		15/09/1987	0300	23.0	82.0	-	997.0	25.0	4.0	D		
5_1987	BOB		15/09/1987	1200	23.5	81.5	-	997.0	25.0	4.0	D		
5_1987	BOB		16/09/1987	0300	23.7	80.0	-	997.0	25.0	4.0	D		
5_1987	BOB		16/09/1987	1200	24.5	78.5	-	998.0	25.0	3.0	D		
5_1987	BOB		17/09/1987	0300	WEAKENED INTO A LOW PRESSURE AREA OVER SOUTHWEST MADHYA PRADESH								
6_1987	BOB		14/10/1987	0300	13.0	87.5	1.5	1000.0	25.0	3.0	D		
6_1987	BOB		14/10/1987	1200	14.0	86.5	2.0	998.0	30.0	5.0	DD		
6_1987	BOB		15/10/1987	0300	14.5	83.0	2.5	996.0	35.0	6.0	CS		
6_1987	BOB		15/10/1987	1200	15.0	82.0	3.0	994.0	45.0	8.0	CS		
6_1987	BOB		16/10/1987	0000	15.7	80.5	2.5	994.0	40.0	8.0	CS		
6_1987	BOB		16/10/1987		CROSSED COAST CLOSE TO NORTH OF ONGOLE BETWEEN 01 TO 02 UTC OF 16TH 								
6_1987	BOB		16/10/1987	0300	16.0	80.0	-	996.0	30.0	5.0	DD		
6_1987	BOB		16/10/1987	1200	16.5	78.0	-	997.0	25.0	3.0	D		
6_1987	BOB		17/10/1987	0300	17.5	76.0	-	998.0	25.0	3.0	D		
6_1987	BOB		17/10/1987	1200	19.0	75.0	-	998.0	25.0	3.0	D		
6_1987	BOB		18/10/1987	0300	20.5	74.5	-	998.0	20.0	3.0	D		
6_1987	BOB		18/10/1987	1200	22.0	76.0	-	998.0	20.0	3.0	D		
6_1987	BOB		19/10/1987	0300	24.5	80.0	-	998.0	20.0	3.0	D		
6_1987	BOB		19/10/1987	1200	25.5	84.0	-	998.0	20.0	3.0	D		
6_1987	BOB		19/10/1987	1800	WEAKENED INTO A WML OVER BIHAR								
7_1987	BOB		31/10/1987	0300	11.5	86.5	1.5	997.0	25.0	3.0	D		
7_1987	BOB		31/10/1987	0600	12.0	86.0	2.0	995.0	30.0	5.0	DD		
7_1987	BOB		31/10/1987	1200	12.5	85.5	2.5	993.0	35.0	7.0	CS		
7_1987	BOB		31/10/1987	1800	13.0	85.5	2.5	993.0	35.0	7.0	CS		
7_1987	BOB		01/11/1987	0000	13.5	85.0	2.5	992.0	40.0	8.0	CS		
7_1987	BOB		01/11/1987	0300	13.5	85.0	2.5	990.0	40.0	10.0	CS		
7_1987	BOB		01/11/1987	1200	13.5	84.0	3.0	988.0	45.0	12.0	CS		
7_1987	BOB		01/11/1987	1800	13.5	83.5	3.5	988.0	45.0	12.0	CS		
7_1987	BOB		02/11/1987	0000	13.5	82.5	3.5	986.0	50.0	14.0	SCS		
7_1987	BOB		02/11/1987	0300	13.5	82.0	3.5	984.0	55.0	16.0	SCS		
7_1987	BOB		02/11/1987	0600	14.0	81.5	3.5	984.0	55.0	16.0	SCS		
7_1987	BOB		02/11/1987	1200	14.5	81.0	3.5	984.0	55.0	16.0	SCS		
7_1987	BOB		02/11/1987	1800	14.5	80.5	3.5	984.0	55.0	16.0	SCS		
7_1987	BOB		02/11/1987		CROSSED ANDHRA COAST CLOSE TO NORTH OF NELLORE BETWEEN 2200 TO 2300 UTC OF 2 NOV								
7_1987	BOB		03/11/1987	0000	14.5	79.5	-	986.0	50.0	14.0	SCS		
7_1987	BOB		03/11/1987	0300	14.5	79.0	-	988.0	45.0	12.0	CS		
7_1987	BOB		03/11/1987	0600	15.0	78.5	-	992.0	35.0	8.0	CS		
7_1987	BOB		03/11/1987	1200	15.5	78.0	-	996.0	25.0	4.0	D		
7_1987	BOB		03/11/1987	1800	WEAKENED INTO A WML OVER ROYALSEEMA AND ADJOINING TELENGANA AND INTERIOR KARNATAKA 								
8_1987	BOB		11/11/1987	0600	14.5	89.0	1.5	1002.0	25.0	3.0	D		
8_1987	BOB		11/11/1987	1200	14.5	88.0	1.5	1002.0	25.0	3.0	D		
8_1987	BOB		11/11/1987	1800	14.5	86.5	2.0	1000.0	30.0	5.0	DD		
8_1987	BOB		12/11/1987	0000	14.5	85.0	2.0	1000.0	30.0	5.0	DD		
8_1987	BOB		12/11/1987	0300	14.5	84.5	2.5	997.0	35.0	6.0	CS		
8_1987	BOB		12/11/1987	0600	15.0	83.0	3.0	994.0	45.0	10.0	CS		
8_1987	BOB		12/11/1987	1200	15.5	82.0	3.5	990.0	55.0	15.0	SCS		
8_1987	BOB		12/11/1987	1800	15.7	81.5	3.5	992.0	50.0	13.0	SCS		
8_1987	BOB		13/11/1987	0000	16.0	81.0	3.0	994.0	45.0	10.0	CS		
8_1987	BOB		13/11/1987		CROSSED COAST SOUTH OF MACHIPATNAM AROUND 0100 UTC OF 13TH AS CS 								
8_1987	BOB		13/11/1987	0300	16.5	80.5	-	998.0	30.0	5.0	DD		
8_1987	BOB		13/11/1987	0600	17.0	80.0	-	1000.0	25.0	3.0	D		
8_1987	BOB		13/11/1987	1200	WEAKENED INTO A WML OVER SOUTH COASTAL ANDHRA PRADESH AND ADJOINING TELENGANA 								
9_1987	BOB		19/12/1987	1200	10.5	82.0	1.5		25.0	3.0	D		
9_1987	BOB		19/12/1987	1800	10.5	82.0	1.5		25.0	3.0	D		
9_1987	BOB		20/12/1987	0000	10.5	82.0	1.5		25.0	3.0	D		
9_1987	BOB		20/12/1987	0300	10.5	82.0	1.5		25.0	3.0	D		
9_1987	BOB		20/12/1987	1200	11.0	82.5	1.5		25.0	3.0	D		
9_1987	BOB		20/12/1987	1800	11.5	83.5	1.5		25.0	3.0	D		
9_1987	BOB		21/12/1987	0000	12.0	84.0	1.5		25.0	3.0	D		
9_1987	BOB		21/12/1987	0300	12.0	84.5	2.0		30.0	4.0	DD		
9_1987	BOB		21/12/1987	0600	12.0	89.5	2.0		30.0	4.0	DD		
9_1987	BOB		21/12/1987	1200	12.0	84.5	2.0		30.0	4.0	DD		
9_1987	BOB		21/12/1987	1800	11.5	84.0	2.0		30.0	4.0	DD		
